variant,query_id,question,query_kind,target_document,hard_negative,hit,rank,precision,recall,result_count,evidence_tokens,global_tokens,map_index_tokens,token_delta,token_delta_pct,selected_sections,planned_sections,considered_sections,route_steps,routed,reflection,planner_mode,nodes_scored,latency_ms
global_topk,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.125,1.0,8,253,253,0,0,0.0,0,0,0,0,False,False,,48,0.176
global_topk,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,True,1,0.5,1.0,2,59,59,0,0,0.0,0,0,0,0,False,False,,48,0.152
global_topk,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.1429,1.0,7,210,210,0,0,0.0,0,0,0,0,False,False,,48,0.142
global_topk,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.1429,1.0,7,207,207,0,0,0.0,0,0,0,0,False,False,,48,0.168
global_topk,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,179,0,0,0.0,0,0,0,0,False,False,,48,0.143
global_topk,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,165,0,0,0.0,0,0,0,0,False,False,,48,0.137
global_topk,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.1667,1.0,6,195,195,0,0,0.0,0,0,0,0,False,False,,48,0.138
global_topk,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,0,0,0.0,0,0,0,0,False,False,,48,0.168
global_topk,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,109,109,0,0,0.0,0,0,0,0,False,False,,48,0.119
global_topk,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.1429,1.0,7,208,208,0,0,0.0,0,0,0,0,False,False,,48,0.15
global_topk,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.2,1.0,5,141,141,0,0,0.0,0,0,0,0,False,False,,48,0.155
global_topk,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.1667,1.0,6,181,181,0,0,0.0,0,0,0,0,False,False,,48,0.181
global_topk,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,86,86,0,0,0.0,0,0,0,0,False,False,,48,0.12
global_topk,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,0,0,0.0,0,0,0,0,False,False,,48,0.117
global_topk,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.125,1.0,8,245,245,0,0,0.0,0,0,0,0,False,False,,48,0.16
global_topk,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,0,0,0.0,0,0,0,0,False,False,,48,0.15
global_topk,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,True,1,0.3333,1.0,3,88,88,0,0,0.0,0,0,0,0,False,False,,48,0.141
global_topk,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,0,0,0.0,0,0,0,0,False,False,,48,0.134
global_topk,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,0,0,0.0,0,0,0,0,False,False,,48,0.13
global_topk,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,0,0,0.0,0,0,0,0,False,False,,48,0.147
global_topk,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.125,1.0,8,240,240,0,0,0.0,0,0,0,0,False,False,,48,0.153
global_topk,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,False,False,,48,0.135
global_topk,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,0,0,0.0,0,0,0,0,False,False,,48,0.146
global_topk,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,False,False,,48,0.139
global_topk,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,0,0,0.0,0,0,0,0,False,False,,48,0.141
global_topk,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,False,False,,48,0.159
global_topk,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,False,False,,48,0.145
agentic_no_map,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.25,1.0,4,132,249,0,-117,-46.99,4,4,48,2,False,False,flat_deterministic,4,0.263
agentic_no_map,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.25,1.0,4,120,249,0,-129,-51.81,4,4,48,2,False,False,flat_deterministic,4,0.194
agentic_no_map,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.25,1.0,4,132,250,0,-118,-47.2,4,4,48,2,False,False,flat_deterministic,4,0.216
agentic_no_map,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.25,1.0,4,118,118,0,0,0.0,4,4,48,2,False,False,flat_deterministic,4,0.195
agentic_no_map,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.25,1.0,4,128,253,0,-125,-49.41,4,4,48,2,False,False,flat_deterministic,4,0.18
agentic_no_map,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,True,1,0.5,1.0,2,59,59,0,0,0.0,2,2,48,2,False,False,flat_deterministic,2,0.185
agentic_no_map,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.25,1.0,4,116,210,0,-94,-44.76,4,4,48,2,False,False,flat_deterministic,4,0.178
agentic_no_map,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.25,1.0,4,119,207,0,-88,-42.51,4,4,48,2,False,False,flat_deterministic,4,0.225
agentic_no_map,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.25,1.0,4,114,179,0,-65,-36.31,4,4,48,2,False,False,flat_deterministic,4,0.185
agentic_no_map,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.25,1.0,4,139,165,0,-26,-15.76,4,4,48,2,False,False,flat_deterministic,4,0.177
agentic_no_map,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.25,1.0,4,132,195,0,-63,-32.31,4,4,48,2,False,False,flat_deterministic,4,0.171
agentic_no_map,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,0,0,0.0,2,2,48,2,False,False,flat_deterministic,2,0.202
agentic_no_map,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,109,109,0,0,0.0,4,4,48,2,False,False,flat_deterministic,4,0.157
agentic_no_map,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,113,208,0,-95,-45.67,4,4,48,2,False,False,flat_deterministic,4,0.189
agentic_no_map,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,116,141,0,-25,-17.73,4,4,48,2,False,False,flat_deterministic,4,0.194
agentic_no_map,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.25,1.0,4,116,181,0,-65,-35.91,4,4,48,2,False,False,flat_deterministic,4,0.22
agentic_no_map,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,86,86,0,0,0.0,3,3,48,2,False,False,flat_deterministic,3,0.154
agentic_no_map,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,0,0,0.0,1,1,48,2,False,False,flat_deterministic,1,0.144
agentic_no_map,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.25,1.0,4,124,245,0,-121,-49.39,4,4,48,2,False,False,flat_deterministic,4,0.295
agentic_no_map,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,0,0,0.0,2,2,48,2,False,False,flat_deterministic,2,0.215
agentic_no_map,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,True,1,0.3333,1.0,3,88,88,0,0,0.0,3,3,48,2,False,False,flat_deterministic,3,0.193
agentic_no_map,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.25,1.0,4,118,152,0,-34,-22.37,4,4,48,2,False,False,flat_deterministic,4,0.199
agentic_no_map,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,0,0,0.0,1,1,48,2,False,False,flat_deterministic,1,0.179
agentic_no_map,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.25,1.0,4,121,152,0,-31,-20.39,4,4,48,2,False,False,flat_deterministic,4,0.186
agentic_no_map,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.25,1.0,4,118,240,0,-122,-50.83,4,4,48,2,False,False,flat_deterministic,4,0.194
agentic_no_map,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,48,1,False,False,flat_deterministic,0,0.155
agentic_no_map,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,0,0,0.0,1,1,48,2,False,False,flat_deterministic,1,0.178
agentic_no_map,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,48,1,False,False,flat_deterministic,0,0.166
agentic_no_map,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,0,0,0.0,1,1,48,2,False,False,flat_deterministic,1,0.173
agentic_no_map,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,48,1,False,False,flat_deterministic,0,0.179
agentic_no_map,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,0,0,0.0,0,0,48,1,False,False,flat_deterministic,0,0.166
map_agent_low_resolution,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.1667,1.0,6,189,249,922,-60,-24.1,2,2,16,1,True,False,deterministic,6,10.975
map_agent_low_resolution,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.1667,1.0,6,189,249,922,-60,-24.1,2,2,16,1,True,False,deterministic,6,10.743
map_agent_low_resolution,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,247,250,922,-3,-1.2,4,2,16,1,True,False,deterministic,12,10.428
map_agent_low_resolution,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,87,118,922,-31,-26.27,2,2,16,1,True,False,deterministic,6,9.971
map_agent_low_resolution,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.25,1.0,4,131,253,922,-122,-48.22,4,2,16,1,True,False,deterministic,12,10.383
map_agent_low_resolution,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,True,1,0.5,1.0,2,59,59,922,0,0.0,4,2,16,2,False,True,deterministic,60,10.346
map_agent_low_resolution,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,210,922,-31,-14.76,2,2,16,1,True,False,deterministic,6,10.007
map_agent_low_resolution,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,207,922,-28,-13.53,2,2,16,1,True,False,deterministic,6,10.159
map_agent_low_resolution,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,179,922,0,0.0,2,2,16,1,True,False,deterministic,6,9.933
map_agent_low_resolution,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,165,922,0,0.0,2,2,16,1,True,False,deterministic,6,10.196
map_agent_low_resolution,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,195,922,-30,-15.38,2,2,16,1,True,False,deterministic,6,10.165
map_agent_low_resolution,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,922,0,0.0,2,2,16,1,True,False,deterministic,6,9.961
map_agent_low_resolution,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,109,109,922,0,0.0,2,2,16,2,False,True,deterministic,54,10.186
map_agent_low_resolution,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,False,0,0.0,0.0,2,59,208,922,-149,-71.63,2,2,16,1,True,False,deterministic,6,10.108
map_agent_low_resolution,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,115,141,922,-26,-18.44,2,2,16,1,True,False,deterministic,6,10.385
map_agent_low_resolution,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,87,181,922,-94,-51.93,2,2,16,1,True,False,deterministic,6,10.628
map_agent_low_resolution,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,55,86,922,-31,-36.05,4,2,16,1,True,False,deterministic,12,9.96
map_agent_low_resolution,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,922,0,0.0,4,2,16,1,True,False,deterministic,12,10.184
map_agent_low_resolution,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.2,1.0,5,156,245,922,-89,-36.33,2,2,16,1,True,False,deterministic,6,10.368
map_agent_low_resolution,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,922,0,0.0,2,2,16,1,True,False,deterministic,6,10.012
map_agent_low_resolution,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,59,88,922,-29,-32.95,4,2,16,1,True,False,deterministic,12,10.263
map_agent_low_resolution,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,922,0,0.0,2,2,16,1,True,False,deterministic,6,10.209
map_agent_low_resolution,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,922,0,0.0,4,2,16,1,True,False,deterministic,12,10.064
map_agent_low_resolution,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.25,1.0,4,122,152,922,-30,-19.74,4,2,16,1,True,False,deterministic,12,10.366
map_agent_low_resolution,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,240,922,-88,-36.67,2,2,16,1,True,False,deterministic,6,9.95
map_agent_low_resolution,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,922,0,0.0,2,2,16,2,False,True,deterministic,54,10.398
map_agent_low_resolution,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,922,0,0.0,4,2,16,1,True,False,deterministic,12,10.211
map_agent_low_resolution,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,922,0,0.0,2,2,16,2,False,True,deterministic,54,9.934
map_agent_low_resolution,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,922,0,0.0,2,2,16,2,False,True,deterministic,54,10.84
map_agent_low_resolution,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,922,0,0.0,2,2,16,2,False,True,deterministic,54,10.372
map_agent_low_resolution,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,922,0,0.0,2,2,16,2,False,True,deterministic,54,10.002
map_agent_high_resolution,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.25,1.0,4,132,249,2484,-117,-46.99,4,2,48,1,True,False,deterministic,4,26.157
map_agent_high_resolution,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.25,1.0,4,132,249,2484,-117,-46.99,4,2,48,1,True,False,deterministic,4,25.247
map_agent_high_resolution,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.25,1.0,4,127,250,2484,-123,-49.2,4,2,48,1,True,False,deterministic,4,25.512
map_agent_high_resolution,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,87,118,2484,-31,-26.27,4,2,48,1,True,False,deterministic,4,25.379
map_agent_high_resolution,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,88,253,2484,-165,-65.22,4,2,48,1,True,False,deterministic,4,25.597
map_agent_high_resolution,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,True,1,1.0,1.0,1,28,59,2484,-31,-52.54,4,2,48,1,True,False,deterministic,4,25.625
map_agent_high_resolution,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.25,1.0,4,120,210,2484,-90,-42.86,4,2,48,1,True,False,deterministic,4,25.685
map_agent_high_resolution,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.25,1.0,4,124,207,2484,-83,-40.1,4,2,48,1,True,False,deterministic,4,25.116
map_agent_high_resolution,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.25,1.0,4,115,179,2484,-64,-35.75,4,2,48,1,True,False,deterministic,4,25.371
map_agent_high_resolution,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.25,1.0,4,130,165,2484,-35,-21.21,4,2,48,1,True,False,deterministic,4,25.416
map_agent_high_resolution,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,67,195,2484,-128,-65.64,3,2,48,1,True,False,deterministic,3,25.346
map_agent_high_resolution,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,2484,0,0.0,4,2,48,1,True,False,deterministic,4,25.539
map_agent_high_resolution,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.3333,1.0,3,81,109,2484,-28,-25.69,4,2,48,1,True,False,deterministic,4,25.228
map_agent_high_resolution,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.5,1.0,2,56,208,2484,-152,-73.08,4,2,48,1,True,False,deterministic,4,25.445
map_agent_high_resolution,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.3333,1.0,3,88,141,2484,-53,-37.59,4,2,48,1,True,False,deterministic,4,27.048
map_agent_high_resolution,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,61,181,2484,-120,-66.3,3,2,48,1,True,False,deterministic,3,25.598
map_agent_high_resolution,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,55,86,2484,-31,-36.05,4,2,48,1,True,False,deterministic,4,25.32
map_agent_high_resolution,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,2484,0,0.0,4,2,48,1,True,False,deterministic,4,26.525
map_agent_high_resolution,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.25,1.0,4,126,245,2484,-119,-48.57,4,2,48,1,True,False,deterministic,4,25.431
map_agent_high_resolution,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,2484,0,0.0,4,2,48,1,True,False,deterministic,4,25.497
map_agent_high_resolution,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,59,88,2484,-29,-32.95,4,2,48,1,True,False,deterministic,4,25.518
map_agent_high_resolution,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.3333,1.0,3,99,152,2484,-53,-34.87,4,2,48,1,True,False,deterministic,4,25.071
map_agent_high_resolution,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,2484,0,0.0,4,2,48,1,True,False,deterministic,4,25.6
map_agent_high_resolution,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.3333,1.0,3,91,152,2484,-61,-40.13,4,2,48,1,True,False,deterministic,4,25.1
map_agent_high_resolution,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.3333,1.0,3,92,240,2484,-148,-61.67,4,2,48,1,True,False,deterministic,4,25.621
map_agent_high_resolution,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,2484,0,0.0,3,2,48,2,False,True,deterministic,51,25.314
map_agent_high_resolution,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,2484,0,0.0,4,2,48,1,True,False,deterministic,4,25.55
map_agent_high_resolution,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,2484,0,0.0,3,2,48,2,False,True,deterministic,51,25.283
map_agent_high_resolution,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,2484,0,0.0,4,2,48,1,True,False,deterministic,4,25.776
map_agent_high_resolution,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,2484,0,0.0,3,2,48,2,False,True,deterministic,51,26.072
map_agent_high_resolution,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,2484,0,0.0,3,2,48,2,False,True,deterministic,51,25.79
map_agent_full,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,254,249,467,5,2.01,2,2,8,1,True,False,deterministic,12,5.403
